stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Tsao Han Wen\Desktop\GITHUB\hello_git\final\allegroRedemo\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69896] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69896] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69897] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69897] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69897] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69898] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69898] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69898] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.69899] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.69899] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.69899] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.69900] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.69921] added dtor for bitmap 000000000D556300, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.70319] opening .\img\rocket-1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70334] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70334] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70335] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70335] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70335] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70336] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70336] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70336] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70337] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.70337] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.70337] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.70338] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.70338] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.70372] added dtor for bitmap 000000000D556AD0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.70705] opening .\img\boss_bullet.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70711] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70712] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70712] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70713] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70713] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70713] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70714] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70714] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.70714] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.70714] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.70715] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.70715] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.70716] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.70740] added dtor for bitmap 000000000D556620, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.71082] opening .\img\image12.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71090] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71090] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71091] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71091] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71091] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71092] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71092] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71092] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71093] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.71093] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.71093] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.71094] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.71095] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.71111] added dtor for bitmap 000000000D556940, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.71416] opening .\img\knif.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71423] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71426] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71429] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71429] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71430] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71432] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71432] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71433] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71433] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.71433] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.71434] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.71434] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.71434] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.71454] added dtor for bitmap 000000000D6A1630, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.71866] opening .\img\rocket-1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71873] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71873] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71873] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71874] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71874] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71874] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71875] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71875] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.71875] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.71876] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.71876] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.71877] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.71877] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.71895] added dtor for bitmap 000000000D6D7FC0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.72235] opening .\img\skill_bullet.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72242] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72243] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72243] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72244] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72244] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72245] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72245] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72245] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72246] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.72246] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.72246] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.72247] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.72247] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.72264] added dtor for bitmap 000000000D6D6E90, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.72588] opening .\img\rocket-2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72595] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72596] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72596] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72597] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72597] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72597] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72598] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72598] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.72598] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.72599] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.72599] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.72599] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.72600] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.72616] added dtor for bitmap 000000000D6D7020, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.72952] opening .\img\star-bg.jpg rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75311] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75312] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75312] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75312] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75313] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75313] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75313] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75314] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.75314] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.75314] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.75315] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.75315] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.75316] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.75337] added dtor for bitmap 000000000D6D8790, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77429] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77433] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77433] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77434] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77434] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77435] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77435] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77435] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.77436] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.77436] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.77436] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.77437] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.77437] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.77848] added dtor for bitmap 000000000D6D8920, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.77852] removed dtor for bitmap 000000000D6D8790
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.78348] opening .\img\start-bg.jpg rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78506] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78507] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78508] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78508] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78508] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78509] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78509] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78509] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.78510] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.78510] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.78510] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.78511] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.78511] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.79558] added dtor for bitmap 000000000D6D71B0, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80933] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80934] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80934] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80935] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80935] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80935] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80936] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80936] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.80936] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.80937] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.80937] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.80938] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.80938] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.81607] added dtor for bitmap 000000000D6D7340, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.81612] removed dtor for bitmap 000000000D6D71B0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.82023] opening .\img\plane.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82033] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82034] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82034] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82035] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82035] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82035] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82036] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82036] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.82036] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.82037] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.82037] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.82038] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.82038] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.83187] added dtor for bitmap 000000000D6D6B70, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.83568] opening .\img\plane.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83575] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83576] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83577] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83577] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83577] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83578] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83578] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83578] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.83579] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.83579] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.83579] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.83580] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.83580] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.83599] added dtor for bitmap 000000000D6D7CA0, func 0000000061AC1BC7
font     D                ttf.c:238  alloc_glyph_region               [   5.84637] Glyph 28: 8x19 (8x20)
font     D                ttf.c:282  alloc_glyph_region               [   5.84638] Locking glyph region: 000000000D6A1C70 284 0 8 20
font     D                ttf.c:166  unlock_current_page              [   5.84640] Unlocking page: 000000000D6A1C70
font     D                ttf.c:238  alloc_glyph_region               [   5.84645] Glyph 18: 28x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   5.84646] Locking glyph region: 000000000D6A1C70 292 0 28 28
font     D                ttf.c:166  unlock_current_page              [   5.84794] Unlocking page: 000000000D6A1C70
font     D                ttf.c:238  alloc_glyph_region               [   5.84805] Glyph 40: 26x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   5.84806] Locking glyph region: 000000000D6A1C70 320 0 28 28
font     D                ttf.c:166  unlock_current_page              [   5.84809] Unlocking page: 000000000D6A1C70
font     D                ttf.c:238  alloc_glyph_region               [   5.84815] Glyph 50: 28x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   5.84815] Locking glyph region: 000000000D6A1C70 348 0 28 28
font     D                ttf.c:166  unlock_current_page              [   5.84817] Unlocking page: 000000000D6A1C70
font     D                ttf.c:238  alloc_glyph_region               [   5.84821] Glyph 19: 13x25 (16x28)
font     D                ttf.c:282  alloc_glyph_region               [   5.84821] Locking glyph region: 000000000D6A1C70 376 0 16 28
font     D                ttf.c:166  unlock_current_page              [   5.84823] Unlocking page: 000000000D6A1C70
font     D                ttf.c:238  alloc_glyph_region               [   5.84829] Glyph 23: 27x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   5.84830] Locking glyph region: 000000000D6A1C70 392 0 28 28
font     D                ttf.c:166  unlock_current_page              [   5.84831] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.84875] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.84876] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85758] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85759] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85816] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85817] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85827] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85828] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85836] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85842] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85849] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85850] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85869] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85870] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85877] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85877] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85883] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85884] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.85892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.85892] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.86496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.86498] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.87176] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.87177] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.87244] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.87245] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   5.87263] Glyph 22: 30x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   5.87263] Locking glyph region: 000000000D6A1C70 420 0 32 28
font     D                ttf.c:166  unlock_current_page              [   5.87265] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.87302] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.87303] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   6.40745] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.40746]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.40746]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   6.49993] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.49994]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.49995]  0.000000 0.707107
font     D                ttf.c:238  alloc_glyph_region               [   9.16024] Glyph 20: 26x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   9.16025] Locking glyph region: 000000000D6A1C70 452 0 28 28
font     D                ttf.c:166  unlock_current_page              [   9.16026] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.16167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.16167] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  10.56023] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.56024]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.56025]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  10.76122] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.76123]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.76124]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  11.16417] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.16419]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.16419]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  11.36504] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.36506]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.36506]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  11.77505] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.77507]  0.707107 0.000000
