stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Tsao Han Wen\Desktop\GITHUB\hello_git\final\allegroRedemo\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33058] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33059] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33059] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33059] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33060] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33060] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.33060] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.33061] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.33061] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.33061] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.33075] added dtor for bitmap 000000000D5A14E0, func 0000000061AC1BC7
font     D                ttf.c:238  alloc_glyph_region               [   2.34268] Glyph 28: 8x19 (8x20)
font     D                ttf.c:282  alloc_glyph_region               [   2.34269] Locking glyph region: 000000000D5A1030 284 0 8 20
font     D                ttf.c:166  unlock_current_page              [   2.34271] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   2.34277] Glyph 18: 28x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.34277] Locking glyph region: 000000000D5A1030 292 0 28 28
font     D                ttf.c:166  unlock_current_page              [   2.34424] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   2.34434] Glyph 40: 26x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.34435] Locking glyph region: 000000000D5A1030 320 0 28 28
font     D                ttf.c:166  unlock_current_page              [   2.34437] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   2.34443] Glyph 50: 28x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.34444] Locking glyph region: 000000000D5A1030 348 0 28 28
font     D                ttf.c:166  unlock_current_page              [   2.34445] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   2.34449] Glyph 19: 13x25 (16x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.34450] Locking glyph region: 000000000D5A1030 376 0 16 28
font     D                ttf.c:166  unlock_current_page              [   2.34451] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   2.34457] Glyph 20: 26x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.34458] Locking glyph region: 000000000D5A1030 392 0 28 28
font     D                ttf.c:166  unlock_current_page              [   2.34459] Unlocking page: 000000000D5A1030
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34627] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34628] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35075] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35083] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35083] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35089] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35095] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35095] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35102] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35102] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35107] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35108] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35124] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35124] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35130] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35131] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35137] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35143] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35599] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35600] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.36074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.36076] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.36084] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.36084] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   2.36102] Glyph 22: 30x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.36103] Locking glyph region: 000000000D5A1030 420 0 32 28
font     D                ttf.c:166  unlock_current_page              [   2.36104] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   2.36111] Glyph 21: 25x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   2.36112] Locking glyph region: 000000000D5A1030 452 0 28 28
font     D                ttf.c:166  unlock_current_page              [   2.36124] Unlocking page: 000000000D5A1030
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.36150] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.36151] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.48384] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.48385]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.48385]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.68907] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.68911]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.68911]  0.000000 0.707107
font     D                ttf.c:238  alloc_glyph_region               [   9.91382] Glyph 54: 31x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   9.91383] Locking glyph region: 000000000D5A1030 480 0 32 28
font     D                ttf.c:166  unlock_current_page              [   9.91385] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   9.91390] Glyph 49: 32x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   9.91391] Locking glyph region: 000000000D5A1030 0 28 32 28
font     D                ttf.c:166  unlock_current_page              [   9.91413] Unlocking page: 000000000D5A1030
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.91459] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.91460] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83343] removed dtor for bitmap 000000000D5A1350
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83726] removed dtor for bitmap 000000000D5A0D10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83732] removed dtor for bitmap 000000000D5A14E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83736] removed dtor for bitmap 000000000D5A0B80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83740] removed dtor for bitmap 000000000D59F8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83743] removed dtor for bitmap 000000000D59FA50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.83746] removed dtor for bitmap 000000000D5A06D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.85246] removed dtor for ttf_font 000000000274B1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.85331] removed dtor for ttf_font 000000000274A980
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.85399] removed dtor for timer 00000000027389D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.85404] removed dtor for queue 000000000273D020
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [ 202.85408] destroying display 000000000104BD90 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 202.85634] converting display bitmap 000000000D5A0EA0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 202.85649] added dtor for bitmap 000000000D5A09F0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 202.85659] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 202.85663] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.87533] removed dtor for bitmap 000000000D5A09F0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 202.87898] converting display bitmap 000000000D5A11C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 202.87903] added dtor for bitmap 000000000D5A03B0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 202.87907] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 202.87910] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.88028] removed dtor for bitmap 000000000D5A03B0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 202.88035] converting display bitmap 000000000D5A0090 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 202.88039] added dtor for bitmap 000000000D59FA50, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 202.88043] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 202.88045] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.88151] removed dtor for bitmap 000000000D59FA50
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 202.88157] converting display bitmap 000000000D59FD70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 202.88162] added dtor for bitmap 000000000D5A1670, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 202.88166] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 202.88168] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.88260] removed dtor for bitmap 000000000D5A1670
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 202.88267] converting display bitmap 000000000D59FBE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 202.88272] added dtor for bitmap 000000000D5A0B80, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 202.88276] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 202.88279] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.88401] removed dtor for bitmap 000000000D5A0B80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 202.88408] converting display bitmap 000000000D59FF00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 202.88412] added dtor for bitmap 000000000D5A0D10, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 202.88415] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 202.88418] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.88503] removed dtor for bitmap 000000000D5A0D10
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [ 202.88510] waiting for display 000000000104BD90's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 202.92124] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 202.92127] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1548 d3d_display_thread_proc          [ 202.94196] d3d display thread exits
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94276] calling dtor for bitmap 000000000D5A0EA0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94278] removed dtor for bitmap 000000000D5A0EA0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94390] calling dtor for bitmap 000000000D5A11C0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94392] removed dtor for bitmap 000000000D5A11C0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94393] calling dtor for bitmap 000000000D5A0090, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94394] removed dtor for bitmap 000000000D5A0090
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94395] calling dtor for bitmap 000000000D59FD70, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94396] removed dtor for bitmap 000000000D59FD70
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94397] calling dtor for bitmap 000000000D59FBE0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94398] removed dtor for bitmap 000000000D59FBE0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94406] calling dtor for bitmap 000000000D59FF00, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94407] removed dtor for bitmap 000000000D59FF00
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94408] calling dtor for bitmap 000000000275CE30, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94408] removed dtor for bitmap 000000000275CE30
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94409] calling dtor for bitmap 000000000275CCA0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94410] removed dtor for bitmap 000000000275CCA0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94411] calling dtor for bitmap 000000000D54F980, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94412] removed dtor for bitmap 000000000D54F980
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94512] calling dtor for bitmap 000000000275C5F0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94513] removed dtor for bitmap 000000000275C5F0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94613] calling dtor for bitmap 000000000D552F00, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94614] removed dtor for bitmap 000000000D552F00
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94728] calling dtor for ttf_font 0000000002735450, func 0000000061BDEF64
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94730] removed dtor for ttf_font 0000000002735450
dtor     D               dtor.c:116  _al_run_destructors              [ 202.94736] calling dtor for ttf_font 00000000027352A0, func 0000000061BDEF64
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94737] removed dtor for ttf_font 00000000027352A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94741] removed dtor for sample_instance 000000000104B010
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94742] removed dtor for sample_instance 000000000104B410
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94743] removed dtor for sample_instance 000000000104A520
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94744] removed dtor for sample_instance 000000000104A640
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94745] removed dtor for sample_instance 000000000267FFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94745] removed dtor for sample_instance 0000000002680110
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94746] removed dtor for sample_instance 0000000002680230
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94747] removed dtor for sample_instance 0000000002680350
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94748] removed dtor for sample_instance 0000000002680580
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94749] removed dtor for sample_instance 00000000026806A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.94749] removed dtor for mixer 000000000104A2E0
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [ 202.94750] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [ 202.94751] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [ 202.95148] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [ 202.95152] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [ 202.95153] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [ 202.95154] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [ 202.95155] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95157] removed dtor for voice 0000000001049B40
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [ 202.95158] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [ 202.95159] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95160] calling dtor for sample 00000000027350F0, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95161] removed dtor for sample 00000000027350F0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95163] calling dtor for sample 000000000274A5C0, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95164] removed dtor for sample 000000000274A5C0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95174] calling dtor for sample 000000000274AC80, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95175] removed dtor for sample 000000000274AC80
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95179] calling dtor for sample 000000000274A9B0, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95180] removed dtor for sample 000000000274A9B0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95188] calling dtor for sample 000000000274A470, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95188] removed dtor for sample 000000000274A470
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95190] calling dtor for sample 000000000274AA10, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95190] removed dtor for sample 000000000274AA10
dtor     D               dtor.c:116  _al_run_destructors              [ 202.95943] calling dtor for sample 000000000274AB90, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.95946] removed dtor for sample 000000000274AB90
dtor     D               dtor.c:116  _al_run_destructors              [ 202.96317] calling dtor for sample 000000000274ABC0, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.96319] removed dtor for sample 000000000274ABC0
dtor     D               dtor.c:116  _al_run_destructors              [ 202.96621] calling dtor for sample 000000000274B160, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.96623] removed dtor for sample 000000000274B160
dtor     D               dtor.c:116  _al_run_destructors              [ 202.97282] calling dtor for sample 000000000274B130, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [ 202.97284] removed dtor for sample 000000000274B130
audio-dsound D           dsound.cpp:296  _dsound_close                    [ 202.97634] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [ 203.02945] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [ 203.02950] DirectSound closed
